,species,genus
39483,Faecalitalea_cylindroides,Faecalitalea
39484,Butyricicoccus_desmolans,Butyricicoccus
39487,Atopobium_fossor,Atopobium
39490,Eubacterium_ramulus,Eubacterium
39492,[Eubacterium]_siraeum,[Eubacterium]
39497,Eubacterium_xylanophilum,Eubacterium
39498,[Eubacterium]_yurii,[Eubacterium]
203471,Tepidiphilus_margaritifer,Tepidiphilus
400092,Pontibacter_korlensis,Pontibacter
105229,Bacillus_fumarioli,Bacillus
465721,Steroidobacter_denitrificans,Steroidobacter
39766,Sulfurimonas_denitrificans,Sulfurimonas
39778,Veillonella_dispar,Veillonella
269261,Nitratifractor_salsuginis,Nitratifractor
1579979,Wenzhouxiangella_marina,Wenzhouxiangella
1121298,Clostridium_amylolyticum,Clostridium
40091,Helcococcus_kunzii,Helcococcus
466153,Singulisphaera_acidiphila,Singulisphaera
1416614,Gloeobacter_kilaueensis,Gloeobacter
433660,Nocardioides_halotolerans,Nocardioides
171523,Lactobacillus_pantheris,Lactobacillus
40519,Ruminococcus_callidus,Ruminococcus
40542,Leptotrichia_buccalis,Leptotrichia
40543,Sneathia_sanguinegens,Sneathia
171674,Inquilinus_limosus,Inquilinus
237446,Lactobacillus_kitasatonis,Lactobacillus
467094,Ilumatobacter_coccineus,Ilumatobacter
270496,Desulfovibrio_putealis,Desulfovibrio
73919,Thermaerobacter_marianensis,Thermaerobacter
467210,Lachnoanaerobaculum_saburreum,Lachnoanaerobaculum
762211,Bifidobacterium_stellenboschense,Bifidobacterium
762209,Bifidobacterium_callitrichos,Bifidobacterium
336261,Thermovirga_lienii,Thermovirga
238015,Lactobacillus_vini,Lactobacillus
238012,Lactobacillus_tucceti,Lactobacillus
336989,Pontibacter_roseus,Pontibacter
42256,Rubrobacter_radiotolerans,Rubrobacter
173362,Brachybacterium_paraconglomeratum,Brachybacterium
173480,Gemmatimonas_aurantiaca,Gemmatimonas
42565,Halomonas_salina,Halomonas
1124188,Flavobacterium_fontis,Flavobacterium
927669,Pseudanabaena_biceps,Pseudanabaena
1124597,Magnetococcus_marinus,Magnetococcus
993692,Lactobacillus_kimchiensis,Lactobacillus
207340,Roseomonas_mucosa,Roseomonas
633415,Aeromonas_sanarellii,Aeromonas
174709,Allobaculum_stercoricanis,Allobaculum
76517,Campylobacter_hominis,Campylobacter
43769,Corynebacterium_propinquum,Corynebacterium
502558,Eggerthella_sp._YY7918,Eggerthella
240495,Pseudonocardia_dioxanivorans,Pseudonocardia
371601,Bacteroides_xylanisolvens,Bacteroides
273376,Sphaerochaeta_coccoides,Sphaerochaeta
44008,Enterococcus_cecorum,Enterococcus
666685,Rhodanobacter_denitrificans,Rhodanobacter
44256,Caldanaerobius_polysaccharolyticus,Caldanaerobius
503170,Salisaeta_longa,Salisaeta
404900,Geminicoccus_roseus,Geminicoccus
44575,Nitrosomonas_cryotolerans,Nitrosomonas
175696,Thermaerobacter_subterraneus,Thermaerobacter
208480,Actinomyces_nasicola,Actinomyces
44676,Geothrix_fermentans,Geothrix
437898,Sutterella_parvirubra,Sutterella
44742,Desulfovibrio_fairfieldensis,Desulfovibrio
44749,Sporobacter_termitidis,Sporobacter
307126,Lactobacillus_apodemi,Lactobacillus
143361,Filifactor_alocis,Filifactor
45067,Legionella_lansingensis,Legionella
45076,Legionella_worsleiensis,Legionella
143393,[Eubacterium]_sulci,[Eubacterium]
340095,Thermodesulfovibrio_thiophilus,Thermodesulfovibrio
45242,Capnocytophaga_granulosa,Capnocytophaga
78120,Succinispira_mobilis,Succinispira
45462,Brevibacillus_borstelensis,Brevibacillus
471511,Bifidobacterium_bombi,Bifidobacterium
78342,Bifidobacterium_gallicum,Bifidobacterium
78345,Bifidobacterium_merycicum,Bifidobacterium
78344,Bifidobacterium_gallinarum,Bifidobacterium
45663,Desulfohalobium_retbaense,Desulfohalobium
45670,Salinicoccus_roseus,Salinicoccus
78448,Bifidobacterium_pullorum,Bifidobacterium
439219,Streptococcus_henryi,Streptococcus
46124,Granulicatella_adiacens,Granulicatella
46125,Abiotrophia_defectiva,Abiotrophia
46469,Orenia_marismortui,Orenia
439703,Prevotella_maculosa,Prevotella
570835,Edaphobacter_aggregans,Edaphobacter
79329,Chitinophaga_pinensis,Chitinophaga
1226323,Oscillibacter_sp._KLE_1745,Oscillibacter
407188,Pelobacter_seleniigenes,Pelobacter
931533,Lactobacillus_saniviri,Lactobacillus
46914,Devosia_riboflavina,Devosia
309120,Dialister_micraerophilus,Dialister
767892,Candidatus_Puniceispirillum_marinum,Candidatus
178214,Facklamia_hominis,Facklamia
113287,Pseudoramibacter_alactolyticus,Pseudoramibacter
1161942,Ruminococcus_champanellensis,Ruminococcus
80876,Insolitispirillum_peregrinum,Insolitispirillum
244787,Nautilia_profundicola,Nautilia
375929,Natranaerobius_thermophilus,Natranaerobius
81028,Treponema_brennaborense,Treponema
1293441,Lysinibacillus_contaminans,Lysinibacillus
1490051,Anoxybacillus_geothermalis,Anoxybacillus
245188,Loktanella_vestfoldensis,Loktanella
1162717,Streptobacillus_hongkongensis,Streptobacillus
146919,Salinibacter_ruber,Salinibacter
671224,Selenomonas_artemidis,Selenomonas
81425,Desulfovibrio_aminophilus,Desulfovibrio
81468,Aminobacterium_colombiense,Aminobacterium
638617,Bifidobacterium_bohemicum,Bifidobacterium
1195760,Wenyingzhuangia_marina,Wenyingzhuangia
638849,Pyramidobacter_piscolens,Pyramidobacter
180164,Blautia_schinkii,Blautia
114652,Streptococcus_orisratti,Streptococcus
376804,Bacteroides_barnesiae,Bacteroides
376806,Bacteroides_gallinarum,Bacteroides
49186,Marinobacterium_stanieri,Marinobacterium
540746,Rudaea_cellulosilytica,Rudaea
180311,Hespellia_stercorisuis,Hespellia
49319,Rubrobacter_xylanophilus,Rubrobacter
82135,Atopobium_vaginae,Atopobium
147802,Lactobacillus_iners,Lactobacillus
508451,Lactobacillus_taiwanensis,Lactobacillus
443143,Geobacter_sp._M18,Geobacter
443144,Geobacter_sp._M21,Geobacter
246618,Bifidobacterium_thermacidophilum,Bifidobacterium
312279,Emticicia_oligotrophica,Emticicia
476157,Altererythrobacter_ishigakiensis,Altererythrobacter
1131703,Sphaerochaeta_globosa,Sphaerochaeta
1131707,Sphaerochaeta_pleomorpha,Sphaerochaeta
181487,Actinomyces_cardiffensis,Actinomyces
115979,Bacillus_nealsonii,Bacillus
279832,Suttonella_ornithocola,Suttonella
148813,Sulfuricurvum_kujiense,Sulfuricurvum
574930,Parabacteroides_gordonii,Parabacteroides
83552,Parachlamydia_acanthamoebae,Parachlamydia
83561,Simkania_negevensis,Simkania
214851,Subdoligranulum_variabile,Subdoligranulum
247639,marine_gamma_proteobacterium_HTCC2080,marine
51123,[Eubacterium]_saphenum,[Eubacterium]
84026,[Clostridium]_methylpentosum,[Clostridium]
182640,Kribbella_flavida,Kribbella
51665,Aerococcus_urinaeequi,Aerococcus
477666,Bacteroides_graminisolvens,Bacteroides
477680,Filimonas_lacunae,Filimonas
281120,Candidatus_Amoebophilus_asiaticus,Candidatus
215591,Treponema_caldarium,Treponema
150240,Gemella_cuniculi,Gemella
477976,Calditerrivibrio_nitroreducens,Calditerrivibrio
379900,Niabella_aurantiaca,Niabella
52226,Mitsuokella_multacida,Mitsuokella
52242,Lactobacillus_gallinarum,Lactobacillus
183417,Proteus_hauseri,Proteus
1002672,Candidatus_Pelagibacter_sp._IMCC9063,Candidatus
118000,Denitrovibrio_acetiphilus,Denitrovibrio
52767,Actinomyces_denticolens,Actinomyces
52774,Actinomyces_slackii,Actinomyces
216778,Stenotrophomonas_rhizophila,Stenotrophomonas
216816,Bifidobacterium_longum,Bifidobacterium
184064,Thermodesulfobium_narugense,Thermodesulfobium
511746,Methylacidiphilum_infernorum,Methylacidiphilum
544580,Actinomyces_oris,Actinomyces
544581,Actinomyces_johnsonii,Actinomyces
1134405,Melioribacter_roseus,Melioribacter
216935,Spiroplasma_culicicola,Spiroplasma
216945,Spiroplasma_syrphidicola,Spiroplasma
85874,Thermacetogenium_phaeum,Thermacetogenium
544644,Butyricimonas_synergistica,Butyricimonas
544645,Butyricimonas_virosa,Butyricimonas
118748,Bulleidia_extructa,Bulleidia
217159,Clostridium_carboxidivorans,Clostridium
217168,Microvirga_flocculans,Microvirga
86103,Idiomarina_zobellii,Idiomarina
217219,Meganema_perideroedes,Meganema
53399,Hyphomicrobium_denitrificans,Hyphomicrobium
86166,Thermodesulfovibrio_aggregans,Thermodesulfovibrio
53413,Xanthomonas_axonopodis,Xanthomonas
151781,Lactobacillus_intestinalis,Lactobacillus
1691891,Nonomuraea_sp._NBRC_110462,Nonomuraea
53635,Acidimicrobium_ferrooxidans,Acidimicrobium
184870,Varibaculum_cambriense,Varibaculum
86667,Jeotgalibacillus_marinus,Jeotgalibacillus
316068,Leadbetterella_byssophila,Leadbetterella
1168035,Tangfeifania_diversioriginum,Tangfeifania
119484,Syntrophobacter_fumaroxidans,Syntrophobacter
54005,Peptoniphilus_harei,Peptoniphilus
54010,Pseudonocardia_asaccharolytica,Pseudonocardia
152331,Lactobacillus_parabuchneri,Lactobacillus
152335,Lactobacillus_suebicus,Lactobacillus
54062,Pediococcus_parvulus,Pediococcus
316277,Syntrophus_aciditrophicus,Syntrophus
86959,Propionispira_raffinosivorans,Propionispira
185294,Prevotella_paludivivens,Prevotella
480224,Chloroflexus_sp._Y-400-fl,Chloroflexus
218140,Bifidobacterium_psychraerophilum,Bifidobacterium
218538,Dialister_invisus,Dialister
87541,Aerococcus_christensenii,Aerococcus
153151,Parageobacillus_toebii,Parageobacillus
54911,Brevibacillus_choshinensis,Brevibacillus
349931,Clostridium_cavendishii,Clostridium
88058,Treponema_primitia,Treponema
153721,Sporocytophaga_myxococcoides,Sporocytophaga
120962,Roseiflexus_castenholzii,Roseiflexus
88233,Lactobacillus_manihotivorans,Lactobacillus
219314,Aeromicrobium_marinum,Aeromicrobium
55507,Schwartzia_succinivorans,Schwartzia
55565,Actinomyces_graevenitzii,Actinomyces
416016,Flavobacterium_cucumis,Flavobacterium
547163,Mycobacterium_vulneris,Mycobacterium
1333662,Polaribacter_atrinae,Polaribacter
383631,Methylophilales_bacterium_HTCC2181,Methylophilales
350894,Flavobacterium_suncheonense,Flavobacterium
187101,Sneathia_amnii,Sneathia
187145,Caldithrix_abyssi,Caldithrix
187326,Megasphaera_micronuciformis,Megasphaera
89153,[Clostridium]_hylemonae,[Clostridium]
187493,Thalassolituus_oleivorans,Thalassolituus
1137799,Endozoicomonas_numazuensis,Endozoicomonas
1203471,Geobacter_daltonii,Geobacter
253239,Ethanoligenens_harbinense,Ethanoligenens
679249,Lactobacillus_floricola,Lactobacillus
351604,Geobacter_uraniireducens,Geobacter
56698,Sulfurospirillum_arsenophilum,Sulfurospirillum
56810,Psychrobacter_glacincola,Psychrobacter
220687,Bacillus_novalis,Bacillus
744985,alpha_proteobacterium_HIMB59,alpha
220714,Fructobacillus_pseudoficulneus,Fructobacillus
319054,Janibacter_anophelis,Janibacter
516075,Providencia_sneebia,Providencia
90240,Moraxella_caprae,Moraxella
1302690,Cnuella_takakiae,Cnuella
155892,Caulobacter_vibrioides,Caulobacter
155978,Acaryochloris_marina,Acaryochloris
57732,Enterococcus_asini,Enterococcus
90728,Desulfatiglans_anilini,Desulfatiglans
58180,Desulfovibrio_alaskensis,Desulfovibrio
517011,Stenotrophomonas_chelatiphaga,Stenotrophomonas
418853,Sneathiella_glossodoripedis,Sneathiella
418856,Nevskia_soli,Nevskia
419015,Alloscardovia_omnicolens,Alloscardovia
287986,Amycolatopsis_rifamycinica,Amycolatopsis
156980,Arthrobacter_woluwensis,Arthrobacter
157268,Helicobacter_winghamensis,Helicobacter
91844,Candidatus_Portiera_aleyrodidarum,Candidatus
321327,Synechococcus_sp._JA-3-3Ab,Synechococcus
714549,Hydrotalea_flava,Hydrotalea
1206085,Jatrophihabitans_endophyticus,Jatrophihabitans
157687,Leptotrichia_wadei,Leptotrichia
157691,Leptotrichia_shahii,Leptotrichia
157692,Leptotrichia_goodfellowii,Leptotrichia
354356,Niastella_koreensis,Niastella
59505,Actinotignum_schaalii,Actinotignum
288995,Devosia_limi,Devosia
158080,Chromohalobacter_salexigens,Chromohalobacter
944547,Arcobacter_sp._L,Arcobacter
190893,Vibrio_coralliilyticus,Vibrio
59840,Paenibacillus_curdlanolyticus,Paenibacillus
518643,Bifidobacterium_mongoliense,Bifidobacterium
191026,Desulfovibrio_hydrothermalis,Desulfovibrio
420412,Clostridium_tepidiprofundi,Clostridium
453230,Desulfarculus_baarsii,Desulfarculus
256618,Parvibaculum_lavamentivorans,Parvibaculum
158327,Hahella_chejuensis,Hahella
125614,Thiothrix_disciformis,Thiothrix
256847,Lentisphaera_araneosa,Lentisphaera
191495,Conexibacter_woesei,Conexibacter
191493,Corynebacterium_sphenisci,Corynebacterium
60478,Shewanella_amazonensis,Shewanella
158787,Bifidobacterium_scardovii,Bifidobacterium
60519,Lactobacillus_graminis,Lactobacillus
683124,Flavobacterium_haoranii,Flavobacterium
1535242,Rhizobium_sophorae,Rhizobium
28038,Lactobacillus_curvatus,Lactobacillus
28049,Acidothermus_cellulolyticus,Acidothermus
28051,Lachnospira_multipara,Lachnospira
126385,Providencia_alcalifaciens,Providencia
28091,Neisseria_weaveri,Neisseria
552396,Erysipelotrichaceae_bacterium_5_2_54FAA,Erysipelotrichaceae
552398,Ruminococcaceae_bacterium_D16,Ruminococcaceae
28114,Porphyromonas_levii,Porphyromonas
191960,Sedimenticola_selenatireducens,Sedimenticola
60893,Desulfobacca_acetoxidans,Desulfobacca
28127,Prevotella_buccalis,Prevotella
28128,Prevotella_corporis,Prevotella
60920,Sanguibacter_keddieii,Sanguibacter
28197,Arcobacter_butzleri,Arcobacter
28199,Arcobacter_nitrofigilis,Arcobacter
28229,Colwellia_psychrerythraea,Colwellia
28232,Geobacter_metallireducens,Geobacter
28264,Arcanobacterium_haemolyticum,Arcanobacterium
61171,Holdemania_filiformis,Holdemania
552810,Dehalogenimonas_lykanthroporepellens,Dehalogenimonas
290732,Aminiphilus_circumscriptus,Aminiphilus
225194,Geobacter_bemidjiensis,Geobacter
225196,Geopsychrobacter_electrodiphilus,Geopsychrobacter
454600,Gracilimonas_tropica,Gracilimonas
61635,Acholeplasma_brassicae,Acholeplasma
356829,Bifidobacterium_tsurumiense,Bifidobacterium
1110546,Veillonella_tobetsuensis,Veillonella
29363,Clostridium_paraputrificum,Clostridium
29371,[Clostridium]_termitidis,[Clostridium]
29391,Gemella_morbillorum,Gemella
29394,Dolosigranulum_pigrum,Dolosigranulum
29419,Helicobacter_canis,Helicobacter
29447,Xanthomonas_albilineans,Xanthomonas
455436,Glaciecola_sp._HTCC2999,Glaciecola
29466,Veillonella_parvula,Veillonella
29510,Turneriella_parva,Turneriella
947013,Chryseolinea_serpens,Chryseolinea
29542,Pelobacter_acetylenicus,Pelobacter
29543,Pelobacter_propionicus,Pelobacter
29549,Rhodothermus_marinus,Rhodothermus
29552,Acholeplasma_axanthum,Acholeplasma
160660,Acidihalobacter_prosperus,Acidihalobacter
717785,Hyphomicrobium_sp._MC1,Hyphomicrobium
259059,Lactobacillus_satsumensis,Lactobacillus
357808,Roseiflexus_sp._RS-1,Roseiflexus
423605,Elusimicrobium_minutum,Elusimicrobium
161493,Anaeromyxobacter_dehalogenans,Anaeromyxobacter
390877,Nisaea_denitrificans,Nisaea
128780,Stenotrophomonas_acidaminiphila,Stenotrophomonas
194326,Lactobacillus_versmoldensis,Lactobacillus
96228,Legionella_drozanskii,Legionella
456827,Candidatus_Cloacimonas_acidaminovorans,Candidatus
1177755,Methyloligella_halotolerans,Methyloligella
194702,Cardiobacterium_valvarum,Cardiobacterium
489722,Mesorhizobium_metallidurans,Mesorhizobium
293256,Desulfovibrio_alkalitolerans,Desulfovibrio
162209,Paenibacillus_naphthalenovorans,Paenibacillus
64002,Nevskia_ramosa,Nevskia
227943,Lactobacillus_antri,Lactobacillus
227945,Lactobacillus_ultunensis,Lactobacillus
195250,Synechococcus_sp._PCC_7336,Synechococcus
457402,Eubacterium_sp._3_1_31,Eubacterium
457422,Erysipelotrichaceae_bacterium_2_2_44A,Erysipelotrichaceae
97084,Halobacteriovorax_marinus,Halobacteriovorax
392333,Geoalkalibacter_ferrihydriticus,Geoalkalibacter
261292,Nitrosomonas_sp._Is79A3,Nitrosomonas
31958,Amycolatopsis_orientalis,Amycolatopsis
31971,[Eubacterium]_dolichum,[Eubacterium]
31973,Eggerthia_catenaformis,Eggerthia
458033,Chloracidobacterium_thermophilum,Chloracidobacterium
163202,Corynebacterium_appendicis,Corynebacterium
163359,Acidiferrobacter_thiooxydans,Acidiferrobacter
261685,Thermosinus_carboxydivorans,Thermosinus
196162,Nocardioides_sp._JS614,Nocardioides
392842,Desulfothermus_okinawensis,Desulfothermus
261934,Pleomorphomonas_oryzae,Pleomorphomonas
425941,Prevotella_nanceiensis,Prevotella
124,Blastopirellula_marina,Blastopirellula
1422,Geobacillus_stearothermophilus,Geobacillus
427683,Methylobacterium_platani,Methylobacterium
1724,Corynebacterium_renale,Corynebacterium
69395,Caulobacter_henricii,Caulobacter
349221,Micavibrio_aeruginosavorus,Micavibrio
1121961,Hirschia_maritima,Hirschia
1123045,Ponticaulis_koreensis,Ponticaulis
156892,Actinomyces_marimammalium,Actinomyces
453816,Bdellovibrio_exovorus,Bdellovibrio
78331,Mycobacterium_canettii,Mycobacterium
294935,Enterovibrio_coralii,Enterovibrio
114,Gemmata_obscuriglobus,Gemmata
122,Gimesia_maris,Gimesia
125,Pirellula_staleyi,Pirellula
33035,Blautia_producta,Blautia
301,Pseudomonas_oleovorans,Pseudomonas
33074,Zymobacter_palmae,Zymobacter
638,Arsenophonus_nasoniae,Arsenophonus
691,Vibrio_natriegens,Vibrio
735,Haemophilus_parahaemolyticus,Haemophilus
777,Coxiella_burnetii,Coxiella
847,Oxalobacter_formigenes,Oxalobacter
1004,Chitinophaga_sancti,Chitinophaga
1267,Clostridium_ventriculi,Clostridium
1296,Staphylococcus_sciuri,Staphylococcus
1310,Streptococcus_sobrinus,Streptococcus
1365,Lactococcus_plantarum,Lactococcus
1450,Alicyclobacillus_acidoterrestris,Alicyclobacillus
1529,Clostridium_cadaveris,Clostridium
1533,Clostridium_fallax,Clostridium
1571,Sporosarcina_ureae,Sporosarcina
1626,Lactobacillus_sharpeae,Lactobacillus
1630,Kandleria_vitulina,Kandleria
1632,Lactobacillus_oris,Lactobacillus
1764,Mycobacterium_avium,Mycobacterium
1767,Mycobacterium_intracellulare,Mycobacterium
1830,Rhodococcus_ruber,Rhodococcus
67576,Rheinheimera_baltica,Rheinheimera
2074,Pseudonocardia_autotrophica,Pseudonocardia
461393,Actinomyces_massiliensis,Actinomyces
35621,Streptomyces_mobaraensis,Streptomyces
232270,Effusibacillus_pohliae,Effusibacillus
35841,Bacillus_thermoamylovorans,Bacillus
37692,Candidatus_Phytoplasma_mali,Candidatus
431269,Mycobacterium_setense,Mycobacterium
103621,Actinomyces_urogenitalis,Actinomyces
234827,Candidatus_Midichloria_mitochondrii,Candidatus
1676991,Clostridium_sp._ATCC_25772,Clostridium
202611,Lysinibacillus_odysseyi,Lysinibacillus
105612,Lactobacillus_algidus,Lactobacillus
304207,Lactobacillus_harbinensis,Lactobacillus
107709,Opitutus_terrae,Opitutus
206042,Pseudoalteromonas_mariniglutinosa,Pseudoalteromonas
402650,Actinomycetospora_chiangmaiensis,Actinomycetospora
42235,Streptomyces_bottropensis,Streptomyces
927083,Sandaracinus_amylolyticus,Sandaracinus
633417,Aeromonas_taiwanensis,Aeromonas
240412,Chitinimonas_taiwanensis,Chitinimonas
76759,Pseudomonas_monteilii,Pseudomonas
535744,Cronobacter_universalis,Cronobacter
44933,Halomonas_cupida,Halomonas
241555,Helcococcus_sueciensis,Helcococcus
77768,Prevotella_albensis,Prevotella
536979,Chitinophaga_niabensis,Chitinophaga
78343,Bifidobacterium_boum,Bifidobacterium
78346,Bifidobacterium_ruminantium,Bifidobacterium
13076,Globicatella_sanguinis,Globicatella
13335,Anaerobiospirillum_succiniciproducens,Anaerobiospirillum
79681,Tissierella_creatinophila,Tissierella
243629,Hydrocarboniphaga_effusa,Hydrocarboniphaga
146938,Azovibrio_restrictus,Azovibrio
312026,Paraburkholderia_mimosarum,Paraburkholderia
84135,Gemella_sanguinis,Gemella
51664,Lactobacillus_dextrinicus,Lactobacillus
52769,Actinomyces_gerencseriae,Actinomyces
86668,Bacillus_niacini,Bacillus
218284,Bacillus_vietnamensis,Bacillus
87650,Facklamia_sourekii,Facklamia
480930,Lactobacillus_odoratitofui,Lactobacillus
88382,Promicromonospora_sukumoe,Promicromonospora
121163,Actinomyces_suimastitidis,Actinomyces
547188,Phycisphaera_mikurensis,Phycisphaera
481723,Lactobacillus_rapi,Lactobacillus
89059,Lactobacillus_acidipiscis,Lactobacillus
122355,Pseudomonas_psychrophila,Pseudomonas
417948,Brevibacterium_album,Brevibacterium
419005,Prevotella_amnii,Prevotella
157782,Pseudomonas_parafulva,Pseudomonas
322505,Sharpea_azabuensis,Sharpea
28152,Yersinia_kristensenii,Yersinia
487175,Parasutterella_excrementihominis,Parasutterella
192421,Planococcus_maritimus,Planococcus
258591,Halomonas_anticariensis,Halomonas
29355,[Clostridium]_cellobioparum,[Clostridium]
29359,Asaccharospora_irregularis,Asaccharospora
29485,Yersinia_rohdei,Yersinia
980254,Roseimaritima_ulvae,Roseimaritima
293050,Rhodococcus_kroppenstedtii,Rhodococcus
392016,Alicyclobacillus_contaminans,Alicyclobacillus
425254,Cellulosilyticum_ruminicola,Cellulosilyticum
392589,Perlucidibaca_piscinae,Perlucidibaca
196024,Aeromonas_dhakensis,Aeromonas
392736,Uliginosibacterium_gangwonense,Uliginosibacterium
360056,Schlesneria_paludicola,Schlesneria
392838,Bacteroides_propionicifaciens,Bacteroides
43131,Tissierella_praeacuta,Tissierella
157228,Jeotgalicoccus_psychrophilus,Jeotgalicoccus
247,Empedobacter_brevis,Empedobacter
1605,Lactobacillus_animalis,Lactobacillus
112009,Ignatzschineria_larvae,Ignatzschineria
82688,Lactobacillus_nagelii,Lactobacillus
53363,Brevibacterium_mcbrellneri,Brevibacterium
553611,Photobacterium_leiognathi,Photobacterium
1697,Corynebacterium_ammoniagenes,Corynebacterium
1381080,Idiomarina_woesei,Idiomarina
1391,Aneurinibacillus_aneurinilyticus,Aneurinibacillus
35787,Lactobacillus_pontis,Lactobacillus
83771,Succinivibrio_dextrinosolvens,Succinivibrio
184607,Crocinitomix_catalasitica,Crocinitomix
51173,Ureibacillus_thermosphaericus,Ureibacillus
36834,Clostridium_celatum,Clostridium
156456,Anaeroglobus_geminatus,Anaeroglobus
1311,Streptococcus_agalactiae,Streptococcus
1396,Bacillus_cereus,Bacillus
132476,Pseudomonas_kilonensis,Pseudomonas
1459,Sporosarcina_globispora,Sporosarcina
55601,Vibrio_anguillarum,Vibrio
39774,Methylomicrobium_agile,Methylomicrobium
220688,Bacillus_soli,Bacillus
44252,Paenibacillus_macerans,Paenibacillus
1079800,Rhizobium_mesoamericanum,Rhizobium
212663,Vibrio_tasmaniensis,Vibrio
66849,Desulfonatronum_lacustre,Desulfonatronum
1393,Brevibacillus_brevis,Brevibacillus
1538,Clostridium_ljungdahlii,Clostridium
1557,Peptoclostridium_litorale,Peptoclostridium
36844,Clostridium_homopropionicum,Clostridium
367336,Rhodobacterales_bacterium_HTCC2255,Rhodobacterales
47500,Aneurinibacillus_migulanus,Aneurinibacillus
47715,Lactobacillus_rhamnosus,Lactobacillus
49118,Candidatus_Arthromitus_sp._SFB-mouse,Candidatus
1590651,Paenibacillus_sp._VKM_B-2647,Paenibacillus
53343,Desulfotomaculum_aeronauticum,Desulfotomaculum
1168034,Draconibacterium_orientale,Draconibacterium
91915,Asaia_bogorensis,Asaia
28262,Thermodesulfovibrio_yellowstonii,Thermodesulfovibrio
217,Helicobacter_mustelae,Helicobacter
954,Francisella_persica,Francisella
1247,Oenococcus_oeni,Oenococcus
198252,Candidatus_Pelagibacter_ubique,Candidatus
2137,Spiroplasma_apis,Spiroplasma
137584,Thalassomonas_viridans,Thalassomonas
206403,Sulfurovum_lithotrophicum,Sulfurovum
376219,Arthrospira_sp._PCC_8005,Arthrospira
179838,Lactobacillus_diolivorans,Lactobacillus
187327,Acidaminococcus_intestini,Acidaminococcus
90736,Moritella_marina,Moritella
255507,Arcobacter_cibarius,Arcobacter
59839,Paenibacillus_alginolyticus,Paenibacillus
61435,Dehalococcoides_mccartyi,Dehalococcoides
390842,Lactobacillus_parafarraginis,Lactobacillus
2078,Sporolactobacillus_inulinus,Sporolactobacillus
76489,Clostridium_acetireducens,Clostridium
52694,Acetobacterium_wieringae,Acetobacterium
28227,Mycoplasma_penetrans,Mycoplasma
82803,Trichococcus_flocculiformis,Trichococcus
154288,Turicibacter_sanguinis,Turicibacter
